"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"description of test","400","test_login[chromium]","test","2026-07-28","passed","2026-07-28","","test_first","",""
"description of test","985","test_login[webkit]","test","2026-07-28","passed","2026-07-28","","test_first","",""
"description of test","820","test_login[firefox]","test","2026-07-28","passed","2026-07-28","","test_first","",""
