"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"description of test","1070","test_login[chromium]","test","Tue Jun 10 03:16:06 GMT 2025","passed","Tue Jun 10 03:16:07 GMT 2025","","test_first","",""
"description of test","786","test_login[firefox]","test","Tue Jun 10 03:16:08 GMT 2025","passed","Tue Jun 10 03:16:09 GMT 2025","","test_first","",""
"description of test","1196","test_login[webkit]","test","Tue Jun 10 03:16:12 GMT 2025","passed","Tue Jun 10 03:16:13 GMT 2025","","test_first","",""
