"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"description of test","1029","test_login[firefox]","test","2026-07-14","passed","2026-07-14","","test_first","",""
"description of test","1770","test_login[webkit]","test","2026-07-14","passed","2026-07-14","","test_first","",""
"description of test","416","test_login[chromium]","test","2026-07-14","passed","2026-07-14","","test_first","",""
