"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"description of test","664","test_login[firefox]","test","Wed Oct 08 21:04:54 UTC 2025","passed","Wed Oct 08 21:04:54 UTC 2025","","test_first","",""
"description of test","1188","test_login[webkit]","test","Wed Oct 08 21:05:01 UTC 2025","passed","Wed Oct 08 21:05:02 UTC 2025","","test_first","",""
"description of test","381","test_login[chromium]","test","Wed Oct 08 21:04:52 UTC 2025","passed","Wed Oct 08 21:04:52 UTC 2025","","test_first","",""
