"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"description of test","2484","test_login[webkit]","test","Sun Jan 19 02:16:30 GMT 2025","passed","Sun Jan 19 02:16:32 GMT 2025","","test_first","",""
"description of test","653","test_login[firefox]","test","Sun Jan 19 02:16:24 GMT 2025","passed","Sun Jan 19 02:16:25 GMT 2025","","test_first","",""
"description of test","583","test_login[chromium]","test","Sun Jan 19 02:16:22 GMT 2025","passed","Sun Jan 19 02:16:23 GMT 2025","","test_first","",""
