"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"description of test","726","test_login[firefox]","test","2026-06-20","passed","2026-06-20","","test_first","",""
"description of test","780","test_login[webkit]","test","2026-06-20","passed","2026-06-20","","test_first","",""
"description of test","477","test_login[chromium]","test","2026-06-20","passed","2026-06-20","","test_first","",""
