"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"description of test","450","test_login[chromium]","test","Sat Feb 08 02:09:12 GMT 2025","passed","Sat Feb 08 02:09:13 GMT 2025","","test_first","",""
"description of test","660","test_login[firefox]","test","Sat Feb 08 02:09:14 GMT 2025","passed","Sat Feb 08 02:09:15 GMT 2025","","test_first","",""
"description of test","547","test_login[webkit]","test","Sat Feb 08 02:09:19 GMT 2025","passed","Sat Feb 08 02:09:19 GMT 2025","","test_first","",""
