"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"description of test","1519","test_login[webkit]","test","2026-06-12","passed","2026-06-12","","test_first","",""
"description of test","679","test_login[chromium]","test","2026-06-12","passed","2026-06-12","","test_first","",""
"description of test","655","test_login[firefox]","test","2026-06-12","passed","2026-06-12","","test_first","",""
