"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"description of test","487","test_login[chromium]","test","Tue Sep 09 03:04:00 UTC 2025","passed","Tue Sep 09 03:04:01 UTC 2025","","test_first","",""
"description of test","713","test_login[firefox]","test","Tue Sep 09 03:04:02 UTC 2025","passed","Tue Sep 09 03:04:03 UTC 2025","","test_first","",""
"description of test","999","test_login[webkit]","test","Tue Sep 09 03:04:06 UTC 2025","passed","Tue Sep 09 03:04:07 UTC 2025","","test_first","",""
