"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"description of test","686","test_login[firefox]","test","2026-06-16","passed","2026-06-16","","test_first","",""
"description of test","716","test_login[chromium]","test","2026-06-16","passed","2026-06-16","","test_first","",""
"description of test","346","test_login[webkit]","test","2026-06-16","passed","2026-06-16","","test_first","",""
